,overall_score,company,title,location,EmpBasicInfo,employerStats,JobDescriptionContainer,salary
10,3.3,South China Morning Post,Data Scientist,Hong Kong,"Company Overview
Size
501 to 1000 Employees
Founded
1903
Type
Company - Private
Industry
Publishing
Sector
Media
Revenue
Unknown / Non-Applicable
Visit South China Morning Post Website","3.3
★★★★★
57 %
Recommend to a friend
64 %
Approve of CEO
38 Ratings","Purpose of the Position:
The Data Analytics team has impacted the broader organization significantly. Data-driven transformation through the democratization and access of data via multiple platforms empowers our teams to make smarter decisions. Measuring the impact of those choices gives us the agility to adapt quickly when necessary. With the advent of these initiatives around data storage, centralization and automation, we've seen massive gains in efficiency, growth in our core metrics (traffic, revenue) and a rising tide of excitement, morale and engagement at the South China Morning Post. You’ll be joining a team of mathematicians, analysts, engineers and media with prior experience across agency, advertising, magazines, technology and finance. As we continue to build and integrate cutting-edge technology in data infrastructure, cloud services, artificial intelligence, augmented / virtual reality, and machine learning, we’re excited to see what the future has in store for the Post and for Hong Kong.



Show More",HK$270K - HK$336K (Glassdoor Est.)
11,3.5,Kelly Services Hong Kong,Data Scientist,Hong Kong,"Company Overview
Size
5001 to 10000 Employees
Founded
1946
Type
Company - Public
Industry
Staffing & Outsourcing
Sector
Business Services
Revenue
$5 to $10 billion (USD)
Visit Kelly Services Hong Kong Website","3.5
★★★★★
66 %
Recommend to a friend
74 %
Approve of CEO
346 Ratings","Data Scientist Position in a Growing Bank
Kelly’s Snapshot
A wonder opportunity for seasoned Data Scientists to join an expanding team in a bank and to perform advanced data analytics.

Company Profile
Our client is a leading bank in Hong Kong that is dedicated to provide all rounded banking and investment services to its customers. They operates one of the largest branch networks in Hong Kong and has a ambitious plan to go digital seamlessly in the coming future.





42667
Show More",NA
12,4.0,Meridian Innovation Limited,Data Scientist,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Meridian Innovation Limited Website","4.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Job Description:
Meridian Innovation is seeking passionate and talented individuals to help us realize our mission, to enable thermal imaging solutions for safer and better living. As a Data Scientist, you will accumulate and analyze large data sets for the purpose of improving our thermal image processing. You will be responsible for the development of methods and pipelines for next- generation thermal imaging sequencing data, build machine and deep learning models. Develop new ways to process and manage thermal imaging data so it can be used for local and cloud AI processing. We prefer someone who has previously worked on image processing or pattern recognition with strong statistical data analytics background. Knowledge of thermal or spectrometer signal is also a plus.
Basic Qualifications
Strong experience with statistical programming languages such as Python, R, Spark ML library, Matlab and similar technologies.



Show More",HK$264K - HK$500K (Glassdoor Est.)
13,NA,Walters People,Data Scientist,Hong Kong,"Company Overview
Size
201 to 500 Employees
Founded
2004
Type
Private Practice / Firm
Industry
Staffing & Outsourcing
Sector
Business Services
Revenue
Unknown / Non-Applicable
Visit Walters People Website","3.9
★★★★★
72 %
Recommend to a friend
100 %
Approve of CEO
2 Ratings","A reputable financial institution would like to hire a data scientist to join their Data Office. Successful incumbent must possess previous predictive modelling experience.
Data Scientist (Contract)
VTF/1018340
Responsibilities:
Provide expertise and best practice of statistic, predictive model, machine learning algorithms from design, implement and fine-tuning, end-end solution to achieve targeted outcomes
Translate business problems from different areas into prospective analytical solutions – from requirement identification, analytic data processing and transformation, visualisation to model development and implementation, and key business metrics tracking and measurement

A reputable financial institution would like to hire a data scientist to join their Data Office. Successful incumbent must possess previous predictive modelling experience.
Show More",HK$264K - HK$500K (Glassdoor Est.)
14,NA,Octopus Holdings,Data Scientist,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Octopus Holdings Website",NA,"Job Reference: (OCL/SAM/2020-074)

Job Responsibilities:
Act as a lead data strategist to work with data stakeholders in identifying opportunities for leveraging corporate data, strategizing and driving data-driven solutions to meet business goals
Identify and collect large datasets from different data sources
Explore innovative ways for data integration to enforce good governance on data management and regulatory compliance
Devise & tune algorithms and machine learning models to mine big data stores; perform data and error analysis; clean and validate data for uniformity and accuracy
Execute analytical experiments methodically to identify business opportunities, perform market and competitive analysis and solve various problems
Please send your resume, present and expected salary, contact details and quoting the reference number by e-mail to: recruit@octopus.com.hk
Show More",HK$264K - HK$500K (Glassdoor Est.)
15,5.0,Match Talent,Data Scientist,Hong Kong,"Company Overview
Size
Unknown
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Match Talent Website","5.0
★★★★★
100 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Responsibilities:
Generating key insights into customer behaviours by applying machine learning techniques
Influence to re-engineer data and develop a customer engagement services
Design and build data models throughout customer lifecycle
Design and deliver customer dashboard
Produce actionable metrics from automating data collection, aggregation, and visualisation
Driving and managing multiple projects from research, planning, designing to final delivery
Requirements:
Master degree or Bachelor in Data Science, Statistics, Mathematics, or other disciplines
Show More",NA
16,3.0,Gammon Construction,Data Scientist,Kwun Tong,"Company Overview
Size
1001 to 5000 Employees
Type
Company - Public
Industry
Construction
Sector
Construction, Repair & Maintenance
Revenue
$10+ billion (USD)
Visit Gammon Construction Website","3.0
★★★★★
45 %
Recommend to a friend
67 %
Approve of CEO
92 Ratings","Ref No. HKG/90023/90023/210334
Responsibilities:
Conduct research on applying AI/DS technology in business cases;
Engaging in end-to-end development processes of data science / AI product and generic ML framework/library;
Collaborate with engineers or programmers to implement, deploy and improve data science products;
Communicate with non-technical stakeholders and present outstanding results to them.
Requirements:
Show More",NA
17,2.4,Neo Derm Ltd.,Data Scientist,Hong Kong,"Company Overview
Size
1001 to 5000 Employees
Founded
1997
Type
Company - Private
Industry
Consumer Products Manufacturing
Sector
Manufacturing
Revenue
$10 to $25 million (USD)
Visit Neo Derm Ltd. Website","2.4
★★★★★
29 %
Recommend to a friend
19 %
Approve of CEO
24 Ratings","RESPONSIBILITIES
Analyze structured and unstructured data, visualize findings, discover insights and propose new operation models
Develop machine learning algorithms and build predictive models to identify business opportunities and support business strategies
Select, build and optimize different data prediction models to enhance customer targeting & re-targeting, and optimize various marketing programs
Apply data mining techniques and statistic modelling to support product and treatment recommendation logics
Prepare data visualization reports and analytical dashboards
Collaborate with IT team to implement big data solutions into marketing & operations management platforms
Show More",HK$300K - HK$365K (Glassdoor Est.)
18,NA,Claremont Consulting,Data Scientist,Hong Kong,"Company Overview
Size
51 to 200 Employees
Founded
2002
Type
Company - Public
Industry
Staffing & Outsourcing
Sector
Business Services
Revenue
$10 to $25 million (USD)
Visit Claremont Consulting Website","4.7
★★★★★
96 %
Recommend to a friend
96 %
Approve of CEO
18 Ratings","Key Objective of the Role

To support the preparation, bidding and implementation of the following opportunities,

Big Data /BI/AI Strategy & Consulting
Big Data Architect Design / Project
Data Warehouse revamp
Investigation System
Our client is looking for a Data Scientist to analyse large amounts of raw information to find patterns that will help improve our enterprise operation. They will rely on the candidate to build data products either in open source or commercial products to extract valuable business insights.

In this role, candidate should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. They also want to see a passion for machine-learning and research.

Candidate should also be able to communicate with users directly with acumen business language.

Key Job Duties

Participate in AI projects to understand and transform business requirements into technical solutions. Propose and conduct POC experiments and analysis to prove the solutions' readiness.
Propose novel or utilize the existing AI algorithms, solutions and resources as well as open-source AI libraries to design and develop AI solutions to meet customer requirements.
Produce customized data analytical and predictive models/APIs meeting application metrics.
Collaborate with business and technical departments on the deployment, integration and evaluation of AI models and solutions in production environments.
Act as a subject matter expert to provide technical consultancy in AI projects or products.
Job Requirements

Category

Essential for this role

Good to have

Education and Qualifications

Master or above degree in computer science, software engineering, information technology or related.

Master or above degree in data science or related.

Work Experience

Proven experience as a Data Scientist or Data Analyst in commercial sector
Minimum 6 years of research and/or development experience in AI technologies such as data/text mining, machine learning, deep leaning and natural language processing.
Minimum 3 years of work experience in AI productization and/or consultancy projects as a subject matter expert.
Experience in solving real-world problems in retail, marketing and financial services.

Experience in commercial AI & Machine Learning product
Experience in Agile development processes
Technical / Professional Skills

Please provide at least 3

Familiar with commercial products like Data Robot or SAS Visual Machine Learning
Familiar with Master Data Management
Proficiency in Open Source programming languages and tools like python, R, Matplotlib, Scikit-learn, Keras, Tensorflow, Panda, SQL, Cloud, Hadoop, PowerBI, Tableau and/or equivalence.
Various machine learning models likes KNN, CNN, random forest etc.
Strong in Linux and BASH scripts
Proficiency in AI & Machine Learning product

Non-Technical / Soft Skills

Outstanding communication skills.
Familiar with Master Data Management
Proficiency in Python, R, SQL, Cloud, Hadoop, PowerBI, Tableau, and/or equivalence
Proficiency in AI & Machine Learning product
Data Visualization
Machine Learning

Other Task-Specific Knowledge

Outstanding communication skills.
Presentation Skills
Critical Thinking
Show More",HK$264K - HK$500K (Glassdoor Est.)
19,NA,Eames Consulting,Data Scientist,Hong Kong,"Company Overview
Size
51 to 200 Employees
Founded
2002
Type
Company - Private
Industry
Staffing & Outsourcing
Sector
Business Services
Revenue
$50 to $100 million (USD)
Visit Eames Consulting Website","4.2
★★★★★
82 %
Recommend to a friend
100 %
Approve of CEO
6 Ratings","Are you keen to join a global bank and help design, build their Data analytics, then this role is for you. You will have a proven track record of developing data analytics tool within the Banking industry across various languages such as Python, SQL etc., and experience in machine learning.

My client is currently seeking a high calibre data analytics professional to join their team to design, build and maintain data analytics tools to assist audit planning, testing and continuous monitoring of Markets and Securities Services businesses such as Institutional and Corporate Sales, Markets Treasury, Custody, Fund Services, Foreign Exchange Trading, Fixed Income Trading, Equities Trading.
Contribute to the wider development of Global Internal Audit through collaboration with Global MSS business auditors and Data Analytics to sustainably evolve the data analytics tools and innovations.

Show More",NA
20,4.4,Crypto.com,Data Analyst / Data Scientist,Hong Kong,"Company Overview
Size
201 to 500 Employees
Founded
2016
Type
Company - Private
Industry
Internet
Sector
Information Technology
Revenue
Unknown / Non-Applicable
Visit Crypto.com Website","4.4
★★★★★
90 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","About the company:

CRYPTO.com, the pioneering payments and cryptocurrency platform, formerly known as Monaco, seeks to accelerate the world’s transition to cryptocurrency. Its MCO branded consumer financial services, including the MCO Visa Card, MCO Wallet app, and MCO Token embrace a vision of Cryptocurrency in Every Wallet™.CRYPTO.com is headquartered in Hong Kong.

MCO is redefining how money is being moved, spent and invested. MCO is democratizing blockchain technology by designing beautiful, simple and useful financial services that have a lasting, positive impact on people’s lives.










Show More",NA
21,1.9,Fundpark Limited,Data Scientist,Hong Kong,"Company Overview
Size
1 to 50 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Fundpark Limited Website","1.9
★★★★★
14 %
Recommend to a friend
N/A
Approve of CEO
0 Ratings","FundPark Limited is the leading trade finance platform in Asia, connecting corporates with capital market to unlock business potential. Headquartered in Hong Kong, FundPark has its business exposure and expansion in different parts of Asia.

For more information, please visit: www.fundpark.com

Responsibilites:
Responsible for designing and evaluating the modelling strategies of our proprietary financial products, including risk quantification, validation, monitoring and reviewing procedures.

Independently design and drive the implementations of quantitative data modeling for different facades of the business operations, by actively involving in feature engineering, credit modellings, risk capital calculations and risk-based pricing.

Drive and develop AI applications.

Present findings and recommendations to senior management on the company’s financial, operational and business performance.

Work with data analysts and embed AI results into exception alerting dashboards.

Periodically prepare and publish papers of data findings to corporate website and social media channels.

Assist in any data management tasks such as data structure design, data catalog and data quality management.


Bachelor’s degree in Big Data, Data Science, Statistics, Mathematics or business-related quantitative disciplines from a leading university.

3 years of relevant working experience, candidate with less experience may be considered as Assistant Data Scientist.

Proficiency in statistical modelling (regressions, time-series analyses and etc.).

Proficiency in Machine Learning/ AI.

Knowledge in Big Data Tools and Architecture (e.g., Hadoop, PySpark).

Proficiency in SQL, Python/R/Scala.

Comfortable with Unix and Git commands.

Knowledge of BI/visualization tools (e.g., Tableau, Qlik, SAS) is a plus.

Good team player and storyteller.

English and Mandarin fluency.
Show More",NA
22,NA,Infotech Services,Senior Data Scientist,Kwun Tong,"Company Overview
Size
501 to 1000 Employees
Type
Company - Private
Revenue
Unknown / Non-Applicable
Visit Infotech Services Website","5.0
★★★★★
N/A
Recommend to a friend
N/A
Approve of CEO
0 Ratings","Serve a contract assignment under InfoTech's headcount, full-time second to serve a client with the public transport;
Plan and develop data management / analytics strategies and processes for internal business units to align business and data analytics requirements;
Manage a team of data engineers / analysts to conduct data visualization, develop quantitative models as well as leverage machine learning models to articulate solutions from business perspective;
Set up data analytic platform for algorithmic engines to run at scale;
Support data governance framework with best practices for data science / analytics workflows;
Work closely with internal stakeholders to sift through data, conduct analysis and derive business insights;
- Perform budgetary control and monitor variances for projects and system support activities in responsible areas. Yrs of Total Post-Quali Exp 8.0 Requirements - Degree in Data Science / Statistics / IT / Computer Science / Software Engineering or a related discipline;
Show More",HK$264K - HK$500K (Glassdoor Est.)
23,4.0,the NBA,"Data Scientist (Project), NBA Asia",Hong Kong,"Company Overview
Size
1001 to 5000 Employees
Founded
1946
Type
Company - Private
Industry
Sports & Recreation
Sector
Arts, Entertainment & Recreation
Revenue
Unknown / Non-Applicable
Visit the NBA Website","4.0
★★★★★
72 %
Recommend to a friend
93 %
Approve of CEO
114 Ratings","Position Summary:
The CDS Data Scientist/Lead Data Scientist will be a key member of the NBA Asia Marketing function focused on building foundational, world class analytical capabilities. They will be focused on elevating NBA Asia's fan data coverage, quality, use of analytics, and predictive modeling to grow engagement with our fans. This will involve leveraging many different but related data streams and working with our Business Intelligence team in NY to inform a single view of the Asia fan.
Major Responsibility:
Work with NBA's partners across priority Asia markets to identify and action opportunities to integrate new fan data sources
Work with IT to identify and remediate issues impacting data integrity and consistency
Show More",HK$264K - HK$500K (Glassdoor Est.)
